,Unnamed: 0,link,title,price,rating,ratingCount,stock,description,size,color,material,filter type,gender,disposability,earloop,score
527,527,/LifeToGo-3-Ply-Disposable-Face-Mask/dp/B089MG87W1/ref=sr_1_382?dchild=1&keywords=face+mask&qid=1618899298&s=hpc&sr=1-382,"LifeToGo 3-Ply Disposable Face Mask - 50 Pack Of Breathable Masks For Protection - 5 Individual Packs of 10 Protection Masks. Protection for you and your family, and from airborne threats.",,4.6 out of 5 stars,802 ratings,In Stock.," Single Use Masks - Increased protection with single-use, disposable 3-ply total protection masks. Comfort - Elastic bands wrap around your ears for secure protection that won’t tug or stretch. 5 Packages of 10 individual face masks - making them simple to share and easy to store. Effectiveness - 3 layers of non-woven fabric protect from dust, pollutants, and allergens. Versatility - Flexible packaging with no box makes LifeToGo PPE masks simple to store and transport.",universal,,non-woven melt-spray,3-ply,unisex,disposable,elastic,0
526,526,/Blackhead-Xawy-Charcoal-Extractor-Cleansing/dp/B08SVYMMMX/ref=sr_1_381?dchild=1&keywords=face+mask&qid=1618899298&s=hpc&sr=1-381,"Blackhead Remover Mask,Xawy Black Mask 5in-1 Charcoal Peel off Face Mask with Blackhead Export,Pore Shrink Serum,Brush&Blackhead Extractor Tool Set,Deep Cleansing,Pore Refining",,4.6 out of 5 stars,181 ratings,In Stock.," ❤【Function:】Especially designed for oily skin, strawberry nose and people who use electric products for long term, this product could effectively solve big pores and serious blackhead problem, and draws out the most deeply-rooted blackhead, deeply purifying and shrinking pores, exfoliate away dead cell skins, prevent pore blockage, control acne-causing oil. ❤ 【Worth Buying 5-in-1 Blackhead Remover Kit:】Come with Blackhead Mask, Hyaluronic Acid Blackhead Export Liquid,Pore Shrink Serum,Blackhead Extractor Tool Set and Brush.Help better clean the faceand shrinking pores ❤【Deep facial cleansing:】Deep cleansing peel off mask removes dulling surface cells and impurities while vitamins and plant extract soften the skin to restore a youthful glow.remove acne, blackheads, and blemishes.Effectively tighten skin and smooth wrinkles. ❤【100% SAFE INGREDIENTS:】 We guarantee no harmful ingredients were used in mask, activated charcoal and various nutrients and vitamins were used in our special formula to improve your skin health.make your face keep soft and smooth. ❤【Good After Sales Service:】Our friendly and reliable customer service will respond to you within 24 hours ! you can purchase with confidence.You are welcomed to contact us for any questions about the products and services at any time.We will do our best to resolve your issues.",childrens,various,,,unisex,,,0
525,525,/Disposable-Filter-Masks-Eventronic-Office/dp/B089QH581B/ref=sr_1_380?dchild=1&keywords=face+mask&qid=1618899298&s=hpc&sr=1-380,"50 Pcs Disposable Face Masks, Eventronic 3 Ply Bule Face Masks,Breathable Face Masks with Elastic Earloops For Home & Office",,4.5 out of 5 stars,"5,518 ratings",In Stock.," Health-care Use: These masks can be used for daily protection. 3 Layers of Protection These masks are made of 3 layers. 3D Breathing Space: Folding design, open to form a three-dimensional space, allowing breathing more comfortable and smooth. Universal Earloop Design - Universal fitted elastic ear loops, which can be used for a variety of users for instant protection and adding no strains to the ears. General size, also suitable for teenagers. Customer service: If there’s any problems with your purchase, contact us first, we will reply and solve within 24 hours asap. Dear Customer, Our Priority is our customer Satisfaction!","universal, ",,,3 ply,unisex,disposable,elastic,0
503,503,/Dermal-Korea-Collagen-Essence-Facial/dp/B00BAM7F8C/ref=sr_1_366?dchild=1&keywords=face+mask&qid=1618899231&s=hpc&sr=1-366,"DERMAL Korea Collagen Essence Full Face Facial Mask Sheet, 16 Combo Pack",,4.5 out of 5 stars,"22,466 ratings",In Stock.," Dermal Korea collagen essence full face facial mask sheet 16 combo pack 16 different types of facial mask will help your skin more healthy, clear and elastic (as pictured) Contains vitamin E and collagen which keeps your tired skin lively and healthy Good quality felt soaked with various minerals and ingredients is used for effective absorption Eye area is not completely cut out - you can put it back to cover your eye lid",universal,red,,,unisex,,elastic,0
99,99,/WeCare-Disposable-Masks-Individually-Wrapped/dp/B08LQXDDPW/ref=sr_1_77?dchild=1&keywords=face+mask&qid=1618898393&s=hpc&sr=1-77,"WeCare Kids Disposable Face Masks, 50 Asstd Tie Dye Masks, Individually Wrapped",,4.8 out of 5 stars,"1,101 ratings",In Stock.," PERFECT FOR KIDS: Sized at 3.7 inches x 5.7 inches, they fit comfortably on boys and girls, even toddlers! Now you can take your children with you to the store, go on trips, and send them to school or camp safely! READY TO GO: Each mask in this box is individually sealed so they are perfect to throw in your purse, handbag, or stash in your child's pocket or backpack and they will remain sanitary and clean! CUTEST COLORS & DESIGNS: Let your kid be the cutest boy or girl on the block with these tie dye masks. WeCare also has children’s masks in more than a dozen solid colors and fun prints, as well as matching adult masks. LIGHT & BREATHABLE: Designed for the utmost in comfort, these masks are painless and adjustable. They offer full coverage of the nose and mouth and allow kids to play and learn freely. 3 PROTECTIVE LAYERS: The innermost layer is super soft and gentle on the skin, and the outer leak-proof layer covers the high density filter. Latex free. An adjustable metal wire runs along the top as a nose clip.",childrens,,,,unisex,disposable,,0
274,274,/gp/slredirect/picassoRedirect.html/ref=pa_sp_atf_next_hpc_sr_pg9_1?ie=UTF8&adId=A10015852K023VDK3XUJR&url=%2Fsckang-Disposable-3-Ply-Masks-Black%2Fdp%2FB08J4BJBT4%2Fref%3Dsr_1_195_sspa%3Fdchild%3D1%26keywords%3Dface%2Bmask%26qid%3D1618898816%26s%3Dhpc%26sr%3D1-195-spons%26psc%3D1&qualifier=1618898816&id=272784280724067&widgetName=sp_atf_next,sckang Face Mask Disposable 3-Ply Face Masks of 50 Pcs Black,,4.7 out of 5 stars,"1,039 ratings",In Stock.," 3 Layers of Material - The mask is made of 3 layers of high-quality non-woven fabric; it has a stronger filtering effect and is more warm and breathable Comfortable - Extra-soft elastic ear loops eliminate pressure to the ears for maximum comfort. Can be used with earloop holders/ mask strap extenders for additional comfort and well-being. These Masks Should Be Disposed of after Each Use Keep the Blue-side Outside and the Nose Clip on the Upper Side Quantity: 50 pieces/box, completely meet your family /staff /friends' demands. Single-Use face masks for adults and children. Suitable for home, office, school, outdoor and other public places.",childrens,various,non-woven melt-spray,3-ply,unisex,disposable,elastic,0
564,564,/Nourishing-Hydration-Cleansing-Hydrating-Treatment/dp/B083GFCNKH/ref=sr_1_411?dchild=1&keywords=face+mask&qid=1618899365&s=hpc&sr=1-411,Organic Avocado Vegan Dead Sea Mud Mask Nourishing Hydration Deep Cleansing Relaxing & Hydrating Facial Treatment Blackhead Remover Smooth Skin Green Tea Natural Healing Clay Mask for Face Gift,$12.74 ,4.4 out of 5 stars,"1,460 ratings",In Stock.," NATURAL & BEAUTIFULLY SAFE: Unlike most beauty products, this dead sea mask is free of irritating, potentially dangerous chemicals.With Green Tea extracts that cares for the skin and relieves irritation. With the avocado extracts, you are assured that your skin feels cared for and moisturized in no time. All active ingredients will be absorbed deep into the skin and care for the skin from the inside out. This mask is suitable for all skin types, including sensitive skin. DEEPLY CLEANSES FOR YOUTHFUL GLOWING SKIN:After use this vegan facial mask, your skin will become bright & smooth. The dead sea mud will Removes excess oils, dirt and toxins leaving a clean and smooth skin complexion. Reduces pores, blackheads & acne. clear. Vibrant skin to give you that extra boost of beauty and confidence. SPA QUALITY LUXURY: Why spend a fortune on expensive spa treatments when you can get the same results right at home? This incredible mask includes all-natural ingredients like Dead Sea Mud, Avocad,Green Tea, Aloe Vera Juice, and Jojoba Oil. The result is a soft and creamy mask that's safe for all skin types to use on either the face or body. You deserve a little pampering from the Dead Sea natural minerals DETOX MASK FOR ACNE TREATMENT: It accelerates natural exfoliation, draws out toxins and impurities, controls oiliness, and restores pH balance. All these work together to make it an effective acne & psoriasis treatment, Pore tightening & reducer and blackhead mask. BONUS MASK BRUSH & BLACKHEAD EXTRACTOR -POP MODERN.C mud mask comes with a free MASK BRUSH & BLACKHEAD EXTRACTOR to make your experience clean, easy and convenient. Enjoy a helpful soft brush to allow for a perfectly smooth and steady application.",childrens,various,,,unisex,,,0
615,615,/Black-Mask-Sunatoria-Improved-Blackhead/dp/B07R16LBDL/ref=sr_1_446?dchild=1&keywords=face+mask&qid=1618899497&s=hpc&sr=1-446,Blackhead Remover Mask - Activated Charcoal Peel Off Mask - for All Skin Types - Product of United Kingdom by Sunatoria - Black Face Mask with Brush - Blackhead Removal - Black Head Black Mask,,4.3 out of 5 stars,"2,419 ratings",In Stock.," Effective: Sunatoria Black Mask is the perfect blackhead remover for normal to oily skin; High-quality black charcoal is known to provide superior cleansing, blackhead removal and acne treatment. Absolutely safe: This charcoal peel off mask has undergone necessary testing and has available MSDS, GMP, ISO Certification information; The black charcoal face mask does not cause redness, allergic reactions or skin irritations. Natural active ingredients – Black Mask is made of high quality, all-natural ingredients including grape seed, oat extract, rosmarinus, calendula, citrus nobilis fruit, and activated carbon. Purifying and exfoliating: Gentle exfoliating and purifying action helps reduce fine lines and pore size making skin appear smooth and healthy. Easy to use peel-off mask: The black face mask is easy to use. Simply clean and steam your face then apply a thick layer over your skin. Allow the face mask to dry then peel from top to bottom and moisturize.",universal,various,,,unisex,,,0
16,16,/gp/slredirect/picassoRedirect.html/ref=pa_sp_mtf_hpc_sr_pg1_1?ie=UTF8&adId=A00513201CYL2HPUKFXOP&url=%2FKN95-Vibeey-Individually-Efficiency%25E2%2589%25A595-Included%2Fdp%2FB08MTRHP18%2Fref%3Dsr_1_15_sspa%3Fdchild%3D1%26keywords%3Dface%2Bmask%26qid%3D1618898243%26s%3Dhpc%26sr%3D1-15-spons%26psc%3D1&qualifier=1618898243&id=358664656685499&widgetName=sp_mtf,"KN95 Face Mask 60 Pcs, Vibeey Individually Wrapped Cup Mask, 5-Ply Layer Filter Efficiency≥95%, Included on FDA EUA List (Black)",,4.7 out of 5 stars,"3,316 ratings",In Stock.," 【Safe to Use】: Vibeey KN95 face mask black is completed with FDA standards. Can be used with confidence. Safe material is skin-friendly and softer that give you the comfortable usage experience at the same time it protects your breath with high filter efficiency. 【Provide Multi-effect Protection】: Our mask KN95 is made of high breathability 2 non-woven outer layers, 2 melt-blown inner filter, 1 non-woven cotton middle layer. The filter efficiency ≥ 95%, greatly keeping you from dust, PM 2.5, haze, smoke, automobile exhaust, etc. 【Better Design】The 3D shape of KN95 cup dust mask is designed according to the human face shape to ensure the tightness. Equipped with an adjustable soft padded nose bridge and elastic ear hooks to prevent leaving marks on your face after taking it off. 【Easy & Comfortable】: Lightweight and foldable, the 60 piece individually packaged design makes these masks easy to carry and to use. 【Upgraded Warranty】: Applicable to all public places such as home, school, indoor and outdoor. Disclaimer: This KN95 mask is NOT an N95 mask. For more information about KN95 masks please see the following before you purchase: amazon.com/AboutKN95s.",universal,black,non-woven melt-spray,kn95,unisex,,elastic,0
17,17,/HY-Disposable-Face-Mask-Pack/dp/B088RKVB4R/ref=sr_1_16?dchild=1&keywords=face+mask&qid=1618898243&s=hpc&sr=1-16,"HY General Use Disposable Face Mask (3 Ply), Pack of 100",,4.7 out of 5 stars,238 ratings,In Stock.," This is a general use face mask and is not intended for medical use. These masks should be disposed after each use Masks feature 3 layers of filtration (3-Ply): 1 melt-blown polypropylene filtration layer surrounded by 2 non-woven spunbond waterproof fabric layers Each mask comes with an adjustable nose clip and elastic ear loops to ensure a comfortable fit, The masks are hypoallergenic and glass fiber free Box of 100 masks (contains two packs of 50 masks each)",universal,,non-woven melt-spray,3-ply,unisex,disposable,elastic,0
18,18,/Disposable-Face-Masks-Pack-Black/dp/B08HZ3WRV5/ref=sr_1_17?dchild=1&keywords=face+mask&qid=1618898243&s=hpc&sr=1-17,"Disposable Face Masks, Pack of 50 Black Face Masks",,4.6 out of 5 stars,"22,029 ratings",In Stock.," Disposable Face Masks: 3-Layers Protection, the inner layer is a soft non-woven fabric, which can absorb the moisture from the breath of the wearer. The middle layer is a melt-blown polypropylene filtration layer for better filter out the particles in the air. The outer layer is a water-resistant layer which can block the splashing liquid in the air. Face Masks: Adjustable nose clip can help to create a tight seal & stop glasses from fogging. Comfortable and soft elastic ear loops can eliminate pressure to the ears for maximum comfort. And it can be used with earloop holders to reduce the pain and pressure of wearing a mask in the ear for a long time. Disposable Masks: Multiple folds design can completely block out the chin, nose and mouth from dust, smoke, debris,automobile exhaust, and pollen. Masks: Suitable for home, office, school, catering services, food processing, environmental cleaning and other public places. Mouth Mask: There are 50 pcs disposable face masks in a box, and these masks is a general use mask.",universal,various,non-woven melt-spray,3-layers,unisex,disposable,elastic,0
639,639,/MOD-Disposable-Children-50-Pack-Printed/dp/B0896ZQZKZ/ref=sr_1_462?dchild=1&keywords=face+mask&qid=1618899566&s=hpc&sr=1-462,"MOD Disposable Face Mask Adults, Children, 50-Pack, Printed, Hypoallergenic",,4.7 out of 5 stars,313 ratings,," 3-Layer Protection: Our mask’s high efficiency filtration system minimizes contamination with its 3-ply design that offers multiple layers of protection Adjustable for Secure Fit: The durable elastic ear straps are adjustable and the nose clip ensures a secure custom fit; Choose from Kids or Adults sizes and one size fits all for each Best for Sensitive Skin: Made of ultra-soft, breathable fabric, which provides ideal comfort for youth and those with sensitive skin; Protective face mask is specially designed to wear comfortably for extended time periods, such as at school or work Allergen Free: MOD disposable face masks are hypoallergenic and free of latex and fiberglass; Comes as a bulk pack of 50 face coverings to offer long-lasting protection Fashionable Designs: MOD makes face masks fun to wear with our large selection of fashionable patterns to choose from; Our unique printed face coverings appeal to young boys and girls, as well as adult men and women",childrens,,non-woven melt-spray,3-ply,unisex,disposable,elastic,0
