,link,title,price,rating,ratingCount,stock,description,size,color,material,filter type,gender,disposability,earloop
287,/PCS-Kids-Disposable-Face-Mask/dp/B08GK35WBH/ref=sr_1_205?dchild=1&keywords=face+mask&qid=1618896471&s=hpc&sr=1-205,"50PCS Disposable Face Masks,Unisex Adult Kids Face Mask 3 Layer Breathable Facial Covers for Men Women and Girls Boys-C…",,4.6 out of 5 stars,"3,081 ratings",In Stock.," Package & size: The package included 50 pcs（ Black 10PCS/ Gary 10PCS/ Darkblue 10PCS/ Mint 10PCS/ Wihte 10PCS) face mask, 2pcs mask lanyard.Size: 3.7"" x 5.7"", Perfect for boys and girls, even toddlers. In order to fit most size, the ear lanyard of the face mask was made longer than usual, if it is too big for your children, you can tie up the ear lanyard for perfect use Breathable & comfortable: These face masks are made of non-woven fabric and melt-blown fabric, which can not only block the splashing liquid in the air and the particles in the air, but also smoothly exhaust the hot air by breathing. Cute colorful design: Let your kid be the cute boy or girl on the block with this adorable plain face mask. also has childrens masks in pink, yellow,mint black and grey . More safe & convenient: There are 50 disposable face masks in a box can stem the face covers from getting dirty during transportation, so it's more safe, convenient for you to carry. everyone must know,it should be disposed of after each use. Widely applicable: The protection dust mask uitable for kids of all ages. Can be used for outdoor areas, schools, camp, and home usage.It can help block getting dirty so you can breathe easily and safely in any environment.",childrens,various,non-woven melt-spray,3 layer,unisex,disposable,NA
288,/Andalou-Naturals-Glycolic-Exfoliates-Brighter/dp/B00854KDYQ/ref=sr_1_206?dchild=1&keywords=face+mask&qid=1618896471&s=hpc&sr=1-206,"Andalou Naturals Brightening Mask, Pumpkin Honey Glycolic, 1.7 Ounce",,4.4 out of 5 stars,"4,606 ratings",In Stock., Ph balanced & hypo-allergenic. Vegetarian & Cruelty Free. Certified Organic ingredients.,universal,red,NA,NA,unisex,NA,NA
289,/Milcoast-Protective-Disposable-Unicorn-Gradient/dp/B08H4W8P7C/ref=sr_1_207?dchild=1&keywords=face+mask&qid=1618896471&s=hpc&sr=1-207,Milcoast 3-Ply Layer Protective Disposable Unicorn Mermaid Gradient Pattern Face Masks - Adult Size (30 Pack),,4.9 out of 5 stars,49 ratings,In Stock.," Made with genuine high quality breathable 3 ply layers from non-woven and melt-blown fabric. Colorful gradient design stands out from standard color face masks. Durable ultrasonic spot welded, soft and stretchy elastic ear loop bands fit around head and ears securely. Adjustable contouring nose strip design molds to the bridge of the nose for a more comfortable and secure fit. One size fits all. Flexible elastic band makes it easy to put on and take off.","adult, ",colorful,non-woven melt-spray,3-ply,unisex,disposable,elastic
290,/gp/slredirect/picassoRedirect.html/ref=pa_sp_mtf_hpc_sr_pg9_1?ie=UTF8&adId=A011577216MPXNYFKM2FU&url=%2FEnerPlex-Premium-3-Ply-Reusable-Face%2Fdp%2FB088C2WD5F%2Fref%3Dsr_1_208_sspa%3Fdchild%3D1%26keywords%3Dface%2Bmask%26qid%3D1618896471%26s%3Dhpc%26sr%3D1-208-spons%26psc%3D1&qualifier=1618896471&id=5854472098189786&widgetName=sp_mtf,"EnerPlex 3-Ply Reusable Face Mask - Breathable Comfort, Fully Machine Washable, Face Masks Large (3-Pack) - Black",$21.20 ,4.5 out of 5 stars,"89,147 ratings",In Stock.," At EnerPlex, we understand that a face mask is not a “one size fits most” - We also know that if you wear a mask it should be comfortable, fit properly, and provide proper protection which is why we came up with our High End 3-Ply Safety Masks in 3 sizes. We developed a sizing chart for Youth, Medium/Large, & Extra Large. Should you have any issue with size please contact us immediately and we will help out with sizing. This Size Will Fits Most Adults, Please See Size Chart in Image Section - Key Features: EnerPlex Face Masks are a Three-Layer Design – Outer layer DWR 100% Polyester, Middle Layer Cotton Blend, Inner Layer NanoFine Cotton Blend – soft against the skin. Designed with high quality light weight fabric for maximum comfort. Our stretch ear loops allow for a snug and secure fit. Ideal for everyday use – Indoor/Outdoor, great for essential workers, can be utilized while traveling, running errands, attending grooming appointments, etc. Care: wash before first use. Machine wash cold. Do not bleach. Do not dry clean. Tumble dry low or lay flat to dry to avoid shrinkage. No fabric softener With our EnerPlex Face Masks customer service, quality, and safety is our number one priority.",childrens,black,mixed material,3-ply,mens,reusable,elastic
291,/gp/slredirect/picassoRedirect.html/ref=pa_sp_mtf_hpc_sr_pg9_1?ie=UTF8&adId=A08174843Q6NQRNU5TQL8&url=%2FHygenix-Disposable-Filter-Tested-Nelson%2Fdp%2FB089TX3BPY%2Fref%3Dsr_1_209_sspa%3Fdchild%3D1%26keywords%3Dface%2Bmask%26qid%3D1618896471%26s%3Dhpc%26sr%3D1-209-spons%26psc%3D1%26smid%3DA1W8CLML2J3Z1B&qualifier=1618896471&id=5854472098189786&widgetName=sp_mtf,Hygenix 3ply Disposable Face Masks PFE 99% Filter Tested by Nelson Labs USA (Pack of 50 Pcs),,4.5 out of 5 stars,"6,038 ratings",In Stock.," 50 Pcs Latex Free Disposable Premium Quality tested face masks (2 packaging types are in circulation, please see images for more) Protects nose and mouth against fluids, Fluid-Resistant at a pressure of 160 mmHg Tested by Nelson Labs in the USA. Full reports available upon request! Premium Filter protects against 99% of particles larger then 0.1 μm, PFE filter Efficiency = 99% Tested by Nelson Labs in the USA. Full reports available upon request! These masks are manufactured in a class 100,000 cleanroom to uphold the maximum quality standards. These masks should be disposed of after each use. Shelf live 2 years. Test reports available in the images, Need full reports? contact us and we will provide you these! (Tested by Nelson Labs in the USA and made in China by a Dutch owned brand and manufacturing facility).","large, ",red,NA,NA,mens,disposable,NA
292,/gp/slredirect/picassoRedirect.html/ref=pa_sp_mtf_hpc_sr_pg9_1?ie=UTF8&adId=A09359853LCFF43K1ZZTD&url=%2F100PCS-disposable-shield-filter-protection%2Fdp%2FB08C7HDF1F%2Fref%3Dsr_1_210_sspa%3Fdchild%3D1%26keywords%3Dface%2Bmask%26qid%3D1618896471%26s%3Dhpc%26sr%3D1-210-spons%26psc%3D1&qualifier=1618896471&id=5854472098189786&widgetName=sp_mtf,100PCS 3 ply black disposable face mask filter protection face masks,,4.7 out of 5 stars,"21,502 ratings",In Stock.," 1.3 Layers face mask -It's made of 3 layers of high-quality non-woven fabric; it has a stronger filtering effect and is more warm and breathable. 2.Unique Designed Masks - Comfortable elastic earloop, extra-soft ear loops eliminate pressure to the ears. Inner layer is made of soft facial tissue, no dye, gentle to the skin. 3.Made of environmental friendly material,Great choices for you or your family.Take care of yourself and hope all of trouble will be end as soon as possible.Good luck to everyone and hope all is well. 4.Black disposable face mask which great for painting, construction, building site, nail salons,fog and haze weather,gray sky,dust weather, snow weather and more 5.High quality face masks,package include 100PCS,please confirm carefully when placing an order",universal,various,non-woven melt-spray,3 ply,mens,disposable,elastic
293,/Disposable-Pollen-Protection-Knitted-Earloops/dp/B089VZLMSY/ref=sr_1_211?dchild=1&keywords=face+mask&qid=1618896471&s=hpc&sr=1-211,"White Face Masks, Disposable Mask for Face Anti Dust Pollen, Daily Protection Mask with Filter Layer and Knitted Earloops White Masks (Pack of 50)",,4.5 out of 5 stars,"2,279 ratings",In Stock.," 【General use】Size for adult: 6.9 x 3.7 inch / 17.5 x 9.5 cm. Safe and reliable 3-ply structure, the middle filter layer is polypropylene spunbonded fabric (melt-blown). 【Total 50 pcs】 Disposable Face Mask with adjustable memory nose clip and comfortable earloops. All face masks are also packed in the same sealed bag to avoid secondary pollution during transportation. 【Siingle-Use】 Experts advice wearing it for up to 4 hours. Should be Disposed off after use for your safety, and avoid secondary pollution. When the face mask is damaged, deformed, wet, or other abnormal conditions, the mask should be replaced immediately. 【Professional design】 Independently designed packaging box for easy access, please store in a cool and dry place. 【Easy Breathing and Comfortable】 Tri-folded masks that extend down to cover the face from the nose to underneath the chin with a snug secure fit. Ideal for most workplaces.","adult, ",NA,mixed material,3-ply,unisex,disposable,NA
294,/Childrens-Disposable-Protection-Knitted-Earloops/dp/B08P1DF7XR/ref=sr_1_211?keywords=face+mask&qid=1618896471&s=hpc&sr=1-211,"Black Face Mask for Kids, Childrens Face Mask Black, Kids Black Mask, Kids Black Disposable Masks, Anti Pollen Dust Face Mask Black, Daily Protection Mask with Filter Layer and Knitted Earloops 50pcs",,4.6 out of 5 stars,"4,899 ratings",In Stock.," 【General use】Size for kids: 5.7 x 3.54 inch / 14.5 x 9.0 cm. Safe and reliable 3-ply structure, the middle filter layer is polypropylene spunbonded fabric (melt-blown) 【Disposable masks】Experts advice wearing it for up to 4 hours. Should be Disposed off after use for your safety, and avoid secondary pollution. When the face mask is damaged, deformed, wet, or other abnormal conditions, the mask should be replaced immediately. 【Factory direct sale】 Total 50 pcs, with 1 band. Disposable Face Mask with adjustable memory nose clip and comfortable earloops. All face masks are also packed in the same sealed bag to avoid secondary pollution during transportation. 【Professional design】Independently designed packaging box for easy access, please store in a cool and dry place. If you have any questions or product broke, pls contact us through the ""ask seller"" of the order. 【Made in China】These masks are made in China.",childrens,black,mixed material,3-ply,unisex,disposable,NA
295,/dp/B08NF3QXPB/ref=sr_1_211?keywords=face+mask&qid=1618896471&s=hpc&sr=1-211,"Childrens Face Mask for Boys, Cute Cartoon Disposable Mask, Printed Face Mask for Boys, Anti Pollen Dust Face Mask, Daily Protection Mask with Filter Layer and Knitted Earloops (Pack of 50)",,4.6 out of 5 stars,"4,899 ratings",In Stock.," 【General use】Size for kids: 5.7 x 3.54 inch / 14.5 x 9.0 cm. Safe and reliable 3-ply structure, the middle filter layer is polypropylene spunbonded fabric (melt-blown) 【Disposable masks】Experts advice wearing it for up to 4 hours. Should be Disposed off after use for your safety, and avoid secondary pollution. When the face mask is damaged, deformed, wet, or other abnormal conditions, the mask should be replaced immediately. 【Factory direct sale】 Total 50 pcs, with 1 band. Disposable Face Mask with adjustable memory nose clip and comfortable earloops. All face masks are also packed in the same sealed bag to avoid secondary pollution during transportation. 【Professional design】Independently designed packaging box for easy access, please store in a cool and dry place. If you have any questions or product broke, pls contact us through the ""ask seller"" of the order. 【Made in China】These masks are made in China.",childrens,NA,mixed material,3-ply,boys,disposable,NA
296,/dp/B08NF5PPH9/ref=sr_1_211?keywords=face+mask&qid=1618896471&s=hpc&sr=1-211,"Kids Disposable Face Mask, Childrens Face Mask, Kids Face Mask, Printed Masks for Kids, Daily Protection Mask with Filter Layer and Knitted Earloops Black Face Masks (Pack of 50)",,4.6 out of 5 stars,"4,899 ratings",In Stock.," 【General use】Size for kids: 5.7 x 3.54 inch / 14.5 x 9.0 cm. Safe and reliable 3-ply structure, the middle filter layer is polypropylene spunbonded fabric (melt-blown) 【Disposable masks】Experts advice wearing it for up to 4 hours. Should be Disposed off after use for your safety, and avoid secondary pollution. When the face mask is damaged, deformed, wet, or other abnormal conditions, the mask should be replaced immediately. 【Factory direct sale】 Total 50 pcs. Disposable Face Mask with adjustable memory nose clip and comfortable earloops. All face masks are also packed in the same sealed bag to avoid secondary pollution during transportation. 【Five Styles】 There are fve styles in a pack, each style has ten pieces. 【Made in China】These masks are made in China.",childrens,black,mixed material,3-ply,unisex,disposable,NA
297,/Disposable-Designs-Breathable-Colorful-Fashion/dp/B08PBN7C25/ref=sr_1_212?dchild=1&keywords=face+mask&qid=1618896471&s=hpc&sr=1-212,"Disposable Face Masks for Women, Disposable Face Masks With Designs, Breathable Colorful Fashion Cute Mask with Nose Wire Elastic Ear Loop for Adults Teen Girls Working Out, 3 Ply 50PCS",,4.5 out of 5 stars,216 ratings,In Stock.," 71％ Non-Woven Fabric/ 29％ Melt-Blown Fabric 💕【High Quality Face Mask】AHOTOP Disposable Face Masks are made of high-quality materials with adjustable nose wire, which fitted to the face perfectly. It also uses comfortable Super elastic ear loop, so you don't have to worry about your ears being pressed. 💕【Excellent Performance of Breathable Face Mask】These Disposable Face Masks are made of safety standard material with 3 layers, which can Can filter out about 90% of air particles. Effectively filter harmful gases, fine particles, dust while keeping your breathing clear. 💕【Unique Designer Face Mask】Our masks are inspired by the colorful starry sky and adopt the traditional printing pattern, which makes you more fashionable while protecting you with the masks. TIPS: Due to the traditional way of printing, the colors are going to be different. A box of masks may have 2-3 different colors. 💕【AHOTOP Face Masks】You can get - 50PCS Flag Masks, a pack of 10. Clean and convenient. You can keep it in your bag and use it all the time without taking up space. It could be used for daily use,outdoor,household,office and simply general public. Mask Size: 6.88×3.54（IN） 💕We offer 30-day return policy for u! If you have any dissatisfaction, please feel free to contact us.",childrens,various,non-woven melt-spray,3 ply,unisex,disposable,elastic
